"","ID","Player","Color","Move","Eval","isInnovation","Advantage","Result","Comment"
"51",2,"Carlsen, Magnus","W","26. Nh6+ ","6.26",0,"W","1-0",NA
"52",2,"Giri, Anish","B","26... Kh8 ","6.07",0,"W","1-0",NA
"53",2,"Carlsen, Magnus","W","27. c6 ","5.96",0,"W","1-0",NA
"54",2,"Giri, Anish","B","27... Rfc8 ","5.99",0,"W","1-0",NA
"55",2,"Carlsen, Magnus","W","28. c7 ","6.09",0,"W","1-0",NA
"56",2,"Giri, Anish","B","28... Nc3 ","6.09",0,"W","1-0",NA
"57",2,"Carlsen, Magnus","W","29. Bb2 ","5.43",0,"W","1-0",NA
"58",2,"Giri, Anish","B","29... d4 ","5.47",0,"W","1-0",NA
"59",2,"Carlsen, Magnus","W","30. Nf7+ ","5.72",0,"W","1-0",NA
"60",2,"Giri, Anish","B","30... Kg7 ","5.57",0,"W","1-0",NA
"61",2,"Carlsen, Magnus","W","31. Nd6 ","5.53",0,"W","1-0",NA
"62",2,"Giri, Anish","B","31... Kg6 ","5.73",0,"W","1-0",NA
"63",2,"Carlsen, Magnus","W","32. Kf1 ","5.48",0,"W","1-0",NA
"64",2,"Giri, Anish","B","32... Nb5 ","5.5",0,"W","1-0",NA
"65",2,"Carlsen, Magnus","W","33. Nxc8 ","5.5",0,"W","1-0",NA
"66",2,"Giri, Anish","B","33... Rxc8 ","5.36",0,"W","1-0",NA
"67",2,"Carlsen, Magnus","W","34. a4 ","5.46",0,"W","1-0",NA
"68",2,"Giri, Anish","B","34... Nxc7 ","5.64",0,"W","1-0",NA
"69",2,"Carlsen, Magnus","W","35. Bxd4 ","5.75",0,"W","1-0",NA
"70",2,"Giri, Anish","B","35... Ne6 ","6.0",0,"W","1-0",NA
"71",2,"Carlsen, Magnus","W","36. Be3 ","5.87",0,"W","1-0",NA
